Country,Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,E1_Income support,E2_Debt/contract relief,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings,H7_Vaccination policy,history,lower,average,upper,ISO,Population
Russian Federation,2020-01-22,2.0,1.0,1.0,4.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,0.0,,,,RUS,145934460.0
Russian Federation,2020-01-23,2.0,1.0,1.0,4.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,0.0,,,,RUS,145934460.0
Russian Federation,2020-01-24,2.0,1.0,1.0,4.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,0.0,,,,RUS,145934460.0
Russian Federation,2020-01-25,2.0,1.0,1.0,4.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,0.0,,,,RUS,145934460.0
Russian Federation,2020-01-26,2.0,1.0,1.0,4.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,0.0,,,,RUS,145934460.0
Russian Federation,2020-01-27,2.0,1.0,1.0,4.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,0.0,,,,RUS,145934460.0
Russian Federation,2020-01-28,2.0,1.0,1.0,4.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,0.0,,,,RUS,145934460.0
Russian Federation,2020-01-29,2.0,1.0,1.0,4.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,0.0,,,,RUS,145934460.0
Russian Federation,2020-01-30,2.0,1.0,1.0,4.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,0.0,,,,RUS,145934460.0
Russian Federation,2020-01-31,2.0,1.0,1.0,4.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,1.3704782270068358e-08,,,,RUS,145934460.0
Russian Federation,2020-02-01,2.0,1.0,1.0,4.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,1.3704782270068358e-08,,,,RUS,145934460.0
Russian Federation,2020-02-02,2.0,1.0,1.0,4.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,1.3704782270068358e-08,,,,RUS,145934460.0
Russian Federation,2020-02-03,2.0,1.0,1.0,4.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,1.3704782270068358e-08,,,,RUS,145934460.0
Russian Federation,2020-02-04,2.0,1.0,1.0,4.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,1.3704782270068358e-08,,,,RUS,145934460.0
