Country,Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,E1_Income support,E2_Debt/contract relief,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings,H7_Vaccination policy,history,lower,average,upper,ISO,Population
United Arab Emirates,2020-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,ARE,9890400.0
United Arab Emirates,2020-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,ARE,9890400.0
United Arab Emirates,2020-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,ARE,9890400.0
United Arab Emirates,2020-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,ARE,9890400.0
United Arab Emirates,2020-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,ARE,9890400.0
United Arab Emirates,2020-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,ARE,9890400.0
United Arab Emirates,2020-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,ARE,9890400.0
United Arab Emirates,2020-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.044325810887325e-07,,,,ARE,9890400.0
United Arab Emirates,2020-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.044325810887325e-07,,,,ARE,9890400.0
United Arab Emirates,2020-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.044325810887325e-07,,,,ARE,9890400.0
United Arab Emirates,2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.044325810887325e-07,,,,ARE,9890400.0
United Arab Emirates,2020-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.055407263609157e-07,,,,ARE,9890400.0
United Arab Emirates,2020-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.055407263609157e-07,,,,ARE,9890400.0
United Arab Emirates,2020-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.055407263609157e-07,,,,ARE,9890400.0
United Arab Emirates,2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.055407263609157e-07,,,,ARE,9890400.0
United Arab Emirates,2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.055407263609157e-07,,,,ARE,9890400.0
United Arab Emirates,2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.055407263609157e-07,,,,ARE,9890400.0
United Arab Emirates,2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.077570169052819e-07,,,,ARE,9890400.0
United Arab Emirates,2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.077570169052819e-07,,,,ARE,9890400.0
United Arab Emirates,2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.08865162177465e-07,,,,ARE,9890400.0
United Arab Emirates,2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.08865162177465e-07,,,,ARE,9890400.0
United Arab Emirates,2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.08865162177465e-07,,,,ARE,9890400.0
United Arab Emirates,2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.08865162177465e-07,,,,ARE,9890400.0
United Arab Emirates,2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.08865162177465e-07,,,,ARE,9890400.0
United Arab Emirates,2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.08865162177465e-07,,,,ARE,9890400.0
United Arab Emirates,2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.099733074496479e-07,,,,ARE,9890400.0
United Arab Emirates,2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.099733074496479e-07,,,,ARE,9890400.0
United Arab Emirates,2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.099733074496479e-07,,,,ARE,9890400.0
United Arab Emirates,2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.099733074496479e-07,,,,ARE,9890400.0
United Arab Emirates,2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.099733074496479e-07,,,,ARE,9890400.0
United Arab Emirates,2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.099733074496479e-07,,,,ARE,9890400.0
United Arab Emirates,2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.3144058885383807e-06,,,,ARE,9890400.0
United Arab Emirates,2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.3144058885383807e-06,,,,ARE,9890400.0
United Arab Emirates,2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.3144058885383807e-06,,,,ARE,9890400.0
United Arab Emirates,2020-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.3144058885383807e-06,,,,ARE,9890400.0
United Arab Emirates,2020-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.3144058885383807e-06,,,,ARE,9890400.0
United Arab Emirates,2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.3144058885383807e-06,,,,ARE,9890400.0
United Arab Emirates,2020-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.92105476017148e-06,,,,ARE,9890400.0
United Arab Emirates,2020-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.1232710507158456e-06,,,,ARE,9890400.0
United Arab Emirates,2020-03-01,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.1232710507158456e-06,,,,ARE,9890400.0
United Arab Emirates,2020-03-02,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.1232710507158456e-06,,,,ARE,9890400.0
United Arab Emirates,2020-03-03,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.7299199223489445e-06,,,,ARE,9890400.0
United Arab Emirates,2020-03-04,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.7299199223489445e-06,,,,ARE,9890400.0
United Arab Emirates,2020-03-05,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.9321362128933105e-06,,,,ARE,9890400.0
United Arab Emirates,2020-03-06,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.9321362128933105e-06,,,,ARE,9890400.0
United Arab Emirates,2020-03-07,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.549866537248241e-06,,,,ARE,9890400.0
United Arab Emirates,2020-03-08,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.549866537248241e-06,,,,ARE,9890400.0
United Arab Emirates,2020-03-09,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.549866537248241e-06,,,,ARE,9890400.0
United Arab Emirates,2020-03-10,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,7.4820027501415525e-06,,,,ARE,9890400.0
United Arab Emirates,2020-03-11,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,7.4820027501415525e-06,,,,ARE,9890400.0
United Arab Emirates,2020-03-12,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,8.594192348135569e-06,,,,ARE,9890400.0
United Arab Emirates,2020-03-13,3.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,8.594192348135569e-06,,,,ARE,9890400.0
United Arab Emirates,2020-03-14,3.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,8.594192348135569e-06,,,,ARE,9890400.0
United Arab Emirates,2020-03-15,3.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,9.908598236673946e-06,,,,ARE,9890400.0
United Arab Emirates,2020-03-16,3.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,9.908598236673946e-06,,,,ARE,9890400.0
United Arab Emirates,2020-03-17,3.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,9.908598236673946e-06,,,,ARE,9890400.0
United Arab Emirates,2020-03-18,3.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.1425220415756693e-05,,,,ARE,9890400.0
United Arab Emirates,2020-03-19,3.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.4155140338105634e-05,,,,ARE,9890400.0
United Arab Emirates,2020-03-20,3.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.4155140338105634e-05,,,,ARE,9890400.0
United Arab Emirates,2020-03-21,3.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.5469546226644018e-05,,,,ARE,9890400.0
United Arab Emirates,2020-03-22,3.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.5469546226644018e-05,,,,ARE,9890400.0
United Arab Emirates,2020-03-23,3.0,1.0,2.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0019412763892265e-05,,,,ARE,9890400.0
United Arab Emirates,2020-03-24,3.0,1.0,2.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.5074820027501416e-05,,,,ARE,9890400.0
United Arab Emirates,2020-03-25,3.0,2.0,2.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,3.366901237563698e-05,,,,ARE,9890400.0
United Arab Emirates,2020-03-26,3.0,2.0,2.0,0.0,1.0,2.0,2.0,4.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,3.366901237563698e-05,,,,ARE,9890400.0
United Arab Emirates,2020-03-27,3.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,4.094879883523417e-05,,,,ARE,9890400.0
United Arab Emirates,2020-03-28,3.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,4.73186119873817e-05,,,,ARE,9890400.0
United Arab Emirates,2020-03-29,3.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,5.7631642805144383e-05,,,,ARE,9890400.0
United Arab Emirates,2020-03-30,3.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,6.177707676130388e-05,,,,ARE,9890400.0
United Arab Emirates,2020-03-31,3.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,6.71358084607296e-05,,,,ARE,9890400.0
United Arab Emirates,2020-04-01,3.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,8.230203025155705e-05,,,,ARE,9890400.0
United Arab Emirates,2020-04-02,3.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.00010353474075871552,,,,ARE,9890400.0
United Arab Emirates,2020-04-03,3.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.00012780069562403948,,,,ARE,9890400.0
United Arab Emirates,2020-04-04,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,1.0,2.0,4.0,0.0,0.00015216775863463562,,,,ARE,9890400.0
United Arab Emirates,2020-04-05,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,1.0,2.0,4.0,0.0,0.00018189355334465745,,,,ARE,9890400.0
United Arab Emirates,2020-04-06,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,1.0,2.0,4.0,0.0,0.0002099005095850521,,,,ARE,9890400.0
United Arab Emirates,2020-04-07,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,1.0,2.0,4.0,0.0,0.00023851411469707999,,,,ARE,9890400.0
United Arab Emirates,2020-04-08,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,1.0,2.0,4.0,0.0,0.0002688465582787349,,,,ARE,9890400.0
United Arab Emirates,2020-04-09,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,1.0,2.0,4.0,0.0,0.00030231335436382747,,,,ARE,9890400.0
United Arab Emirates,2020-04-10,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,1.0,2.0,4.0,0.0,0.00033972336811453533,,,,ARE,9890400.0
United Arab Emirates,2020-04-11,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,1.0,2.0,4.0,0.0,0.00037774003073687615,,,,ARE,9890400.0
United Arab Emirates,2020-04-12,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,1.0,2.0,4.0,0.0,0.00041686888295721096,,,,ARE,9890400.0
United Arab Emirates,2020-04-13,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,4.0,0.0,0.0004571099247755399,,,,ARE,9890400.0
United Arab Emirates,2020-04-14,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,4.0,0.0,0.0004987664806276794,,,,ARE,9890400.0
United Arab Emirates,2020-04-15,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,4.0,0.0,0.0005424451993852624,,,,ARE,9890400.0
United Arab Emirates,2020-04-16,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,4.0,0.0,0.0005889549462104668,,,,ARE,9890400.0
United Arab Emirates,2020-04-17,3.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,4.0,0.0,0.000637183531505298,,,,ARE,9890400.0
