rank,Category,Indicator,Policy,Country,ISO,value,unit,year
21,Environment,CO2 emissions (kt),H1_Public information campaigns,Turkmenistan,TKM,70630.09,kt,2016.0
22,Health,"Incidence of tuberculosis (per 100,000 people)",H1_Public information campaigns,Turkmenistan,TKM,45.0,Cases,2019.0
23,Environment,Renewable energy consumption ,H1_Public information campaigns,Turkmenistan,TKM,0.0408878864181804,percent of total final energy consumption,2015.0
24,Governance,Aggregate score for the Political Rights category,H1_Public information campaigns,Turkmenistan,TKM,0.0,score,2021.0
25,Health,"Nurses and midwives (per 1,000 people)",H1_Public information campaigns,Turkmenistan,TKM,4.4273,Ones,2014.0
28,Economics,Employment in services (% of total employment) (modeled ILO estimate),H1_Public information campaigns,Turkmenistan,TKM,37.901001,Percentage of total employment,2020.0
29,Environment,"PM2.5 air pollution, mean annual exposure",H1_Public information campaigns,Turkmenistan,TKM,21.76772,micrograms per cubic meter,2017.0
30,Environment,Electricity production from oil sources,H1_Public information campaigns,Turkmenistan,TKM,0.0,percent of total,2015.0
32,Environment,Access to electricity ,H1_Public information campaigns,Turkmenistan,TKM,100.0,percent of population,2018.0
34,Health,Prevalence of down syndrome,H1_Public information campaigns,Turkmenistan,TKM,0.000232,percent,2019.0
35,Environment,"Energy imports, net ",H1_Public information campaigns,Turkmenistan,TKM,-191.5113367678815,percent of energy use,2014.0
36,Environment,"Electricity production from oil, gas and coal sources",H1_Public information campaigns,Turkmenistan,TKM,100.0,percent of total,2015.0
37,Environment,Combustible renewables and waste,H1_Public information campaigns,Turkmenistan,TKM,0.0275,percent of total energy,2014.0
38,Governance,Regulatory quality estimate,H1_Public information campaigns,Turkmenistan,TKM,-1.957602,score,2019.0
39,Health,"Immunization, DPT (% of children ages 12-23 months)",H1_Public information campaigns,Turkmenistan,TKM,99.0,percent,2019.0
40,Health,Prevalence of Respiratory infections and tuberculosis,H1_Public information campaigns,Turkmenistan,TKM,0.260769,percent,2019.0
43,Environment,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value ",H1_Public information campaigns,Turkmenistan,TKM,100.0,percent of total,2017.0
45,Social issues ,Press freedom score,H1_Public information campaigns,Turkmenistan,TKM,85.44,score,2020.0
46,Social issues ,Proportion of seats held by women in national parliaments (%),H1_Public information campaigns,Turkmenistan,TKM,25.0,proportion,2020.0
47,Governance,Aggregate score for the Civil Liberties category,H1_Public information campaigns,Turkmenistan,TKM,2.0,score,2021.0
48,Health,Prevalence of Hypertensive heart disease,H1_Public information campaigns,Turkmenistan,TKM,0.001548,percent,2019.0
49,Economics,"Unemployment, total (% of total labor force) (modeled ILO estimate)",H1_Public information campaigns,Turkmenistan,TKM,4.0710001,percent of total labor force,2020.0
50,Health,Prevalence of Depressive disorders,H1_Public information campaigns,Turkmenistan,TKM,0.03113,percent,2019.0
51,Governance,Human Development Index,H1_Public information campaigns,Turkmenistan,TKM,0.715,index,2019.0
52,Governance,Total freedom in the world score ,H1_Public information campaigns,Turkmenistan,TKM,2.0,score,2021.0
53,Health,Prevalence of obesity,H1_Public information campaigns,Turkmenistan,TKM,18.6,percent,2016.0
55,Governance,Political stability and absence of violence/terrorism estimate,H1_Public information campaigns,Turkmenistan,TKM,-0.093641,score,2019.0
56,Health,"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",H1_Public information campaigns,Turkmenistan,TKM,7.6,percent,2020.0
59,Health,Prevalence of total cancers,H1_Public information campaigns,Turkmenistan,TKM,0.004744,percent,2019.0
63,Demographics,Fixed telephone subscriptions,H1_Public information campaigns,Turkmenistan,TKM,682000.0,number,2019.0
64,Economics,Volume of exports,H1_Public information campaigns,Turkmenistan,TKM,5.694,percent change,2020.0
65,Governance,Fragile States Index Total ,H1_Public information campaigns,Turkmenistan,TKM,69.05814193586684,score,2020.0
66,Economics,"Output per worker (GDP constant 2011 international $ in PPP -- ILO modelled estimates, Nov. 2019",H1_Public information campaigns,Turkmenistan,TKM,43908.6,international $ in PPP,2020.0
68,Health,Prevalence of Diabetes,H1_Public information campaigns,Turkmenistan,TKM,0.047879,percent,2019.0
69,Governance,Control of corruption estimate,H1_Public information campaigns,Turkmenistan,TKM,-1.511905,score,2019.0
71,Governance,Voice and accountability estimate,H1_Public information campaigns,Turkmenistan,TKM,-2.131469,score,2019.0
72,Governance,Rule of law estimate ,H1_Public information campaigns,Turkmenistan,TKM,-1.414785,score,2019.0
73,Environment,CO2 emissions (metric tons per capita),H1_Public information campaigns,Turkmenistan,TKM,12.47359,metric tons per capita,2016.0
76,Economics,"Foreign direct investment, net",H1_Public information campaigns,Turkmenistan,TKM,1985147000.0,US Dollar,2018.0
77,Environment,Electricity production from coal sources ,H1_Public information campaigns,Turkmenistan,TKM,0.0,percent of total,2015.0
78,Health,Prevalence of chronic kidney disease,H1_Public information campaigns,Turkmenistan,TKM,0.093456,percent,2019.0
80,Environment,Electricity production from nuclear sources ,H1_Public information campaigns,Turkmenistan,TKM,0.0,percent of total,2014.0
81,Environment,Energy use (kg of oil equivalent per capita),H1_Public information campaigns,Turkmenistan,TKM,4893.409616107925,kg of oil equivalent per capita,2014.0
88,Economics,"Trade, total as % of GDP",H1_Public information campaigns,Turkmenistan,TKM,36.68384,percent,2019.0
94,Governance,Government effectiveness estimate,H1_Public information campaigns,Turkmenistan,TKM,-1.15624,score,2019.0
98,Environment,Energy use ,H1_Public information campaigns,Turkmenistan,TKM,393.9511734316079,"(kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",2014.0
104,Environment,"Electricity production from renewable sources, excluding hydroelectric",H1_Public information campaigns,Turkmenistan,TKM,0.0,kWh,2015.0
105,Economics,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",H1_Public information campaigns,Turkmenistan,TKM,64.3619995,Percentage of total population,2020.0
109,Health,Domestic General Government Health Expenditure (GGHE-D) as % General Government Expenditure (GGE),H1_Public information campaigns,Turkmenistan,TKM,1.2,percent,2018.0
