rank,Category,Indicator,Policy,Country,ISO,value,unit,year
63,Health,Domestic General Government Health Expenditure (GGHE-D) as % General Government Expenditure (GGE),E2_Debt/contract relief,Lithuania,LTU,4.3,percent,2018.0
64,Social issues ,Gini index (World Bank estimate),E2_Debt/contract relief,Lithuania,LTU,37.3,index ,2017.0
65,Health,Prevalence of Hypertensive heart disease,E2_Debt/contract relief,Lithuania,LTU,0.001309,percent,2019.0
67,Health,"Immunization, measles (% of children ages 12-23 months)",E2_Debt/contract relief,Lithuania,LTU,93.0,percent,2019.0
68,Governance,Human Development Index,E2_Debt/contract relief,Lithuania,LTU,0.882,index,2019.0
69,Environment,CO2 emissions (kt),E2_Debt/contract relief,Lithuania,LTU,12962.85,kt,2016.0
71,Governance,Total freedom in the world score ,E2_Debt/contract relief,Lithuania,LTU,90.0,score,2021.0
73,Health,Prevalence of down syndrome,E2_Debt/contract relief,Lithuania,LTU,0.000191,percent,2019.0
76,Social issues ,Proportion of seats held by women in national parliaments (%),E2_Debt/contract relief,Lithuania,LTU,24.11347518,proportion,2020.0
77,Governance,Control of corruption estimate,E2_Debt/contract relief,Lithuania,LTU,0.675986,score,2019.0
79,Environment,Electric power consumption ,E2_Debt/contract relief,Lithuania,LTU,3821.145170437398,kWh per capita,2014.0
80,Economics,Volume of imports,E2_Debt/contract relief,Lithuania,LTU,5.428,percent change,2020.0
81,Environment,Access to electricity ,E2_Debt/contract relief,Lithuania,LTU,100.0,percent of population,2018.0
85,Environment,Renewable energy consumption ,E2_Debt/contract relief,Lithuania,LTU,28.9611792543763,percent of total final energy consumption,2015.0
100,Governance,Serious assault (rate),E2_Debt/contract relief,Lithuania,LTU,6.6,rate,2018.0
114,Environment,"Electricity production from oil, gas and coal sources",E2_Debt/contract relief,Lithuania,LTU,52.9356505401597,percent of total,2015.0
115,Environment,Electricity production from nuclear sources ,E2_Debt/contract relief,Lithuania,LTU,0.0,percent of total,2014.0
