rank,Category,Indicator,Policy,Country,ISO,value,unit,year
75,Economics,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",C8_International travel controls,Turkey,TUR,52.7179985,Percentage of total population,2020.0
76,Health,"Nurses and midwives (per 1,000 people)",C8_International travel controls,Turkey,TUR,2.7107,Ones,2017.0
78,Governance,Total freedom in the world score ,C8_International travel controls,Turkey,TUR,32.0,score,2021.0
80,Environment,Access to electricity ,C8_International travel controls,Turkey,TUR,100.0,percent of population,2018.0
81,Environment,Energy use (kg of oil equivalent per capita),C8_International travel controls,Turkey,TUR,1651.361453643437,kg of oil equivalent per capita,2015.0
82,Economics,Volume of exports,C8_International travel controls,Turkey,TUR,3.299,percent change,2020.0
85,Economics,"Output per worker (GDP constant 2011 international $ in PPP -- ILO modelled estimates, Nov. 2019",C8_International travel controls,Turkey,TUR,73020.0,international $ in PPP,2020.0
86,Environment,CO2 emissions (kt),C8_International travel controls,Turkey,TUR,372724.9,kt,2016.0
89,Health,Prevalence of Respiratory infections and tuberculosis,C8_International travel controls,Turkey,TUR,0.233601,percent,2019.0
91,Environment,"Electricity production from oil, gas and coal sources",C8_International travel controls,Turkey,TUR,67.84588762448287,percent of total,2015.0
99,Environment,Electricity production from nuclear sources ,C8_International travel controls,Turkey,TUR,0.0,percent of total,2015.0
104,Economics,Unemployment rate (%) - Annual,C8_International travel controls,Turkey,TUR,14.0,percent,2019.0
