rank,Category,Indicator,Policy,Country,ISO,value,unit,year
71,Governance,Human Development Index,C8_International travel controls,Kuwait,KWT,0.806,index,2019.0
73,Governance,Economic Freedom Score,C8_International travel controls,Kuwait,KWT,6.6,score,2018.0
74,Environment,Combustible renewables and waste,C8_International travel controls,Kuwait,KWT,0.0,percent of total energy,2014.0
75,Economics,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",C8_International travel controls,Kuwait,KWT,73.3639984,Percentage of total population,2020.0
76,Health,"Nurses and midwives (per 1,000 people)",C8_International travel controls,Kuwait,KWT,7.4145,Ones,2018.0
78,Governance,Total freedom in the world score ,C8_International travel controls,Kuwait,KWT,37.0,score,2021.0
80,Environment,Access to electricity ,C8_International travel controls,Kuwait,KWT,100.0,percent of population,2018.0
81,Environment,Energy use (kg of oil equivalent per capita),C8_International travel controls,Kuwait,KWT,9178.885547073227,kg of oil equivalent per capita,2014.0
82,Economics,Volume of exports,C8_International travel controls,Kuwait,KWT,2.432,percent change,2020.0
86,Environment,CO2 emissions (kt),C8_International travel controls,Kuwait,KWT,98733.98,kt,2016.0
89,Health,Prevalence of Respiratory infections and tuberculosis,C8_International travel controls,Kuwait,KWT,0.159169,percent,2019.0
91,Environment,"Electricity production from oil, gas and coal sources",C8_International travel controls,Kuwait,KWT,100.0,percent of total,2015.0
99,Environment,Electricity production from nuclear sources ,C8_International travel controls,Kuwait,KWT,0.0,percent of total,2014.0
