rank,Category,Indicator,Policy,Country,ISO,value,unit,year
1,Demographics,Individuals using the Internet,C8_International travel controls,Denmark,DNK,98.0464,percent of population,2019.0
2,Health,Prevalence of Respiratory infections and tuberculosis,C8_International travel controls,Denmark,DNK,0.121376,percent,2019.0
3,Demographics,Fixed telephone subscriptions,C8_International travel controls,Denmark,DNK,1004960.0,number,2019.0
4,Health,Prevalence of COVID-19,C8_International travel controls,Denmark,DNK,128321.0,"Number (cumulative total by Dec 26,2020)",2020.0
5,Health,Mortality due to COVID-19,C8_International travel controls,Denmark,DNK,1007.0,"Number (cumulative total by Dec 26,2020)",2020.0
6,Social issues ,"Intentional homicides (per 100,000 people)",C8_International travel controls,Denmark,DNK,1.0083219593,"proportion, pero 100,000 people",2018.0
7,Governance,Economic Freedom Score,C8_International travel controls,Denmark,DNK,8.1,score,2018.0
8,Environment,"PM2.5 air pollution, mean annual exposure",C8_International travel controls,Denmark,DNK,10.02965,micrograms per cubic meter,2017.0
9,Environment,Fossil fuel energy consumption,C8_International travel controls,Denmark,DNK,64.92709,percent of total,2015.0
10,Environment,Energy use ,C8_International travel controls,Denmark,DNK,53.09784799107469,"(kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",2015.0
11,Health,Prevalence of down syndrome,C8_International travel controls,Denmark,DNK,0.000545,percent,2019.0
12,Economics,Volume of imports,C8_International travel controls,Denmark,DNK,2.524,percent change,2020.0
13,Environment,"Electricity production from renewable sources, excluding hydroelectric",C8_International travel controls,Denmark,DNK,18944000000.0,kWh,2015.0
14,Environment,Electricity production from coal sources ,C8_International travel controls,Denmark,DNK,24.54485784364528,percent of total,2015.0
15,Social issues ,Net migration,C8_International travel controls,Denmark,DNK,75998.0,net total / data are 5 year estimates,2019.0
16,Governance,Voice and accountability estimate,C8_International travel controls,Denmark,DNK,1.578779,score,2019.0
17,Demographics,Fixed broadband subscriptions,C8_International travel controls,Denmark,DNK,43.946,per 100 people,2019.0
18,Social issues ,Proportion of women in managerial positions (%),C8_International travel controls,Denmark,DNK,26.68,percent,2018.0
20,Environment,Electricity production from nuclear sources ,C8_International travel controls,Denmark,DNK,0.0,percent of total,2015.0
21,Governance,Corruption Perceptions Index,C8_International travel controls,Denmark,DNK,88.0,score,2020.0
22,Environment,Electricity production from oil sources,C8_International travel controls,Denmark,DNK,1.08128648910077,percent of total,2015.0
23,Governance,Aggregate score for the Civil Liberties category,C8_International travel controls,Denmark,DNK,57.0,score,2021.0
24,Governance,Rule of law estimate ,C8_International travel controls,Denmark,DNK,1.898457,score,2019.0
26,Governance,Political stability and absence of violence/terrorism estimate,C8_International travel controls,Denmark,DNK,1.008821,score,2019.0
27,Governance,Total freedom in the world score ,C8_International travel controls,Denmark,DNK,97.0,score,2021.0
28,Health,Prevalence of Diabetes,C8_International travel controls,Denmark,DNK,0.073523,percent,2019.0
29,Environment,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value ",C8_International travel controls,Denmark,DNK,56.9144561104444,percent of total,2017.0
30,Governance,Government effectiveness estimate,C8_International travel controls,Denmark,DNK,1.937899,score,2019.0
31,Health,Summary exposure value tobacco,C8_International travel controls,Denmark,DNK,26.57576,Rate (risk-weighted prevalence),2019.0
32,Social issues ,Gini index (World Bank estimate),C8_International travel controls,Denmark,DNK,28.7,index ,2017.0
33,Health,Prevalence of obesity,C8_International travel controls,Denmark,DNK,19.7,percent,2016.0
34,Governance,Serious assault (rate),C8_International travel controls,Denmark,DNK,32.28,rate,2018.0
35,Health,"Nurses and midwives (per 1,000 people)",C8_International travel controls,Denmark,DNK,10.3195,Ones,2016.0
36,Governance,Aggregate score for the Political Rights category,C8_International travel controls,Denmark,DNK,40.0,score,2021.0
37,Governance,Personal Freedom Score ,C8_International travel controls,Denmark,DNK,9.35,score,2018.0
38,Governance,Human Development Index,C8_International travel controls,Denmark,DNK,0.94,index,2019.0
39,Health,"Physicians (per 1,000 people)",C8_International travel controls,Denmark,DNK,4.0099,Ones,2016.0
40,Health,"Immunization, DPT (% of children ages 12-23 months)",C8_International travel controls,Denmark,DNK,97.0,percent,2019.0
41,Health,Prevalence of anxiety disorders,C8_International travel controls,Denmark,DNK,0.05426,percent,2019.0
43,Economics,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",C8_International travel controls,Denmark,DNK,58.1570015,Percentage of females of the total population,2020.0
45,Health,Domestic General Government Health Expenditure (GGHE-D) as % General Government Expenditure (GGE),C8_International travel controls,Denmark,DNK,8.4,percent,2018.0
47,Environment,Energy use (kg of oil equivalent per capita),C8_International travel controls,Denmark,DNK,2816.614565399422,kg of oil equivalent per capita,2015.0
48,Health,Prevalence of Depressive disorders,C8_International travel controls,Denmark,DNK,0.044083,percent,2019.0
50,Environment,CO2 emissions (kt),C8_International travel controls,Denmark,DNK,31785.56,kt,2016.0
56,Demographics,Mobile cellular subscriptions,C8_International travel controls,Denmark,DNK,125.496,per 100 people,2019.0
57,Economics,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",C8_International travel controls,Denmark,DNK,62.1220016,Percentage of total population,2020.0
58,Environment,Electric power consumption ,C8_International travel controls,Denmark,DNK,5858.801536287482,kWh per capita,2014.0
59,Economics,Volume of exports,C8_International travel controls,Denmark,DNK,2.085,percent change,2020.0
60,Environment,"Electricity production from oil, gas and coal sources",C8_International travel controls,Denmark,DNK,31.89967872318375,percent of total,2015.0
61,Economics,Employment in services (% of total employment) (modeled ILO estimate),C8_International travel controls,Denmark,DNK,79.6139984,Percentage of total employment,2020.0
63,Demographics,Secure Internet servers ,C8_International travel controls,Denmark,DNK,277133.6791123154,per 1 million people,2019.0
64,Economics,"Unemployment, total (% of total labor force) (modeled ILO estimate)",C8_International travel controls,Denmark,DNK,4.84600019,percent of total labor force,2020.0
65,Health,Prevalence of total cancers,C8_International travel controls,Denmark,DNK,0.038437,percent,2019.0
66,Governance,Control of corruption estimate,C8_International travel controls,Denmark,DNK,2.107368,score,2019.0
69,Environment,"Adjusted net savings, including particulate emission damage",C8_International travel controls,Denmark,DNK,19.364456479992,percent of GNI,2018.0
71,Environment,CO2 emissions (metric tons per capita),C8_International travel controls,Denmark,DNK,5.549145,metric tons per capita,2016.0
72,Social issues ,Life Ladder ,C8_International travel controls,Denmark,DNK,7.619500160217285,score,2021.0
76,Environment,"Energy imports, net ",C8_International travel controls,Denmark,DNK,1.774998670992041,percent of energy use,2015.0
77,Health,"Immunization, measles (% of children ages 12-23 months)",C8_International travel controls,Denmark,DNK,96.0,percent,2019.0
79,Environment,Access to electricity ,C8_International travel controls,Denmark,DNK,100.0,percent of population,2018.0
80,Environment,Combustible renewables and waste,C8_International travel controls,Denmark,DNK,15.32376,percent of total energy,2015.0
82,Governance,Fragile States Index Total ,C8_International travel controls,Denmark,DNK,17.213586679528063,score,2020.0
